source_field,target_field,source_code,target_code,target_desc
ALCOSAN,ALCOSAN, ,,
ALCOSAN,ALCOSAN,N,N,No
ALCOSAN,ALCOSAN,0,UK,Unknown
ALCOSAN,ALCOSAN,UNK,UK,Unknown
ALCOSAN,ALCOSAN,Y,Y,Yes
ALCOSAN,ALCOSAN,yes,Y,Yes
ALCOSAN,ALCOSAN,,,
GEO_TYP_PT,GEO_TYP_PT,,,
GEO_TYP_PT,GEO_TYP_PT,AccessPt,AccessPt,manhole/access
GEO_TYP_PT,GEO_TYP_PT,CrownPt,CrownPt,crown
GEO_TYP_PT,GEO_TYP_PT,DischargePt,DischargePt,outfall/discharge point
GEO_TYP_PT,GEO_TYP_PT,FlowSplitPt,FlowSplitPt,flow split
GEO_TYP_PT,GEO_TYP_PT,OverflowPt,OverflowPt,overflow
GEO_TYP_PT,GEO_TYP_PT,PumpPt,PumpPt,pump/facility
GEO_TYP_PT,GEO_TYP_PT,UntreatedPathPt,UntreatedPathPt,manhole/access (untreated)
MAINTAINED,MAINTAINED, ,,
MAINTAINED,MAINTAINED,AuthorityM,AUTH,Authority Maintenance
MAINTAINED,MAINTAINED,AuthorityMaintenance,AUTH,Authority Maintenance
MAINTAINED,MAINTAINED,MUNI,MUNI,Municipal Maintenance
MAINTAINED,MAINTAINED,MunicipalM,MUNI,Municipal Maintenance
MAINTAINED,MAINTAINED,MunicipalMaintnenace,MUNI,Municipal Maintenance
MAINTAINED,MAINTAINED,Municpal,MUNI,Municipal Maintenance
MAINTAINED,MAINTAINED,na,NA,Not Applicable
MAINTAINED,MAINTAINED,unknown,UK,Unknown
MAINTAINED,MAINTAINED,,,
MDEL_EXT,MDEL_EXT, ,,
MDEL_EXT,MDEL_EXT,,,
MDEL_EXT,MDEL_EXT,NA,NA,Not Applicable
MDEL_EXT,MDEL_EXT,UNK,UK,Unknown
MDEL_EXT,MDEL_EXT,ME,Y,Yes
MDEL_EXT,MDEL_EXT,Y,Y,Yes
MUN_SUB_PT,MUN_SUB_PT, ,,
MUN_SUB_PT,MUN_SUB_PT,ACC (access tee only,ATC,tee connection
MUN_SUB_PT,MUN_SUB_PT,AEP,AEP,end of pipe
MUN_SUB_PT,MUN_SUB_PT,AJB,AJB,junction box
MUN_SUB_PT,MUN_SUB_PT,AM,AM,Meter
MUN_SUB_PT,MUN_SUB_PT,AMH,AMH,Manhole
MUN_SUB_PT,MUN_SUB_PT,ANG,ANG,ANG
MUN_SUB_PT,MUN_SUB_PT,AR,AR,air release
MUN_SUB_PT,MUN_SUB_PT,AR (air release),AR,air release
MUN_SUB_PT,MUN_SUB_PT,ATC,ATC,tee connection
MUN_SUB_PT,MUN_SUB_PT,Beginning,BOP,beginning of pipe
MUN_SUB_PT,MUN_SUB_PT,BeginPt,BOP,beginning of pipe
MUN_SUB_PT,MUN_SUB_PT,Begin-Pt,BOP,beginning of pipe
MUN_SUB_PT,MUN_SUB_PT,BEND,BEND,BEND
MUN_SUB_PT,MUN_SUB_PT,Chamber,CH,chamber
MUN_SUB_PT,MUN_SUB_PT,CO,ACO,cleanout
MUN_SUB_PT,MUN_SUB_PT,CO (cleanout),ACO,cleanout
MUN_SUB_PT,MUN_SUB_PT,COL,COL,collector
MUN_SUB_PT,MUN_SUB_PT,CP,CP,concrete pipe
MUN_SUB_PT,MUN_SUB_PT,Crown,CRWN,crown
MUN_SUB_PT,MUN_SUB_PT,Crown-A,CRWN-A,crown-A
MUN_SUB_PT,MUN_SUB_PT,Crown-A FT,CRWN-AFT,crown-AFT
MUN_SUB_PT,MUN_SUB_PT,"Crown-A, FT",CRWN-AFT,crown-AFT
MUN_SUB_PT,MUN_SUB_PT,Crown-A; FT,CRWN-AFT,crown-AFT
MUN_SUB_PT,MUN_SUB_PT,Crown-V,CRWN-V,crown-V
MUN_SUB_PT,MUN_SUB_PT,CSO,CSO,combined sewer overflow
MUN_SUB_PT,MUN_SUB_PT,CSO (combined sewer,CSO,combined sewer overflow
MUN_SUB_PT,MUN_SUB_PT,DC,DC,direct connection
MUN_SUB_PT,MUN_SUB_PT,DCE (end of pipe),DCE,"direct connection, end of pipe"
MUN_SUB_PT,MUN_SUB_PT,"DCE (end of pipe, no",DCE,"direct connection, end of pipe"
MUN_SUB_PT,MUN_SUB_PT,DCE (End with access,DCE,"direct connection, end of pipe"
MUN_SUB_PT,MUN_SUB_PT,DCM (direct connecti,DCM,"direct connection, mainline"
MUN_SUB_PT,MUN_SUB_PT,DCM (Direct Mainline,DCM,"direct connection, mainline"
MUN_SUB_PT,MUN_SUB_PT,DFT (double flush ta,DFT,double flush tank
MUN_SUB_PT,MUN_SUB_PT,Direct Connection,DC,direct connection
MUN_SUB_PT,MUN_SUB_PT,Diversion,DS,diversion structure
MUN_SUB_PT,MUN_SUB_PT,Diversion Structure,DS,diversion structure
MUN_SUB_PT,MUN_SUB_PT,Drop,D,drop
MUN_SUB_PT,MUN_SUB_PT,DS,DS,diversion structure
MUN_SUB_PT,MUN_SUB_PT,DS (diversion struct,DS,diversion structure
MUN_SUB_PT,MUN_SUB_PT,EBP,EBP,Emergency Bypass
MUN_SUB_PT,MUN_SUB_PT,END,EOP,end of pipe
MUN_SUB_PT,MUN_SUB_PT,End of Pipe,EOP,end of pipe
MUN_SUB_PT,MUN_SUB_PT,EOP,EOP,end of pipe
MUN_SUB_PT,MUN_SUB_PT,EQ,EQ,Equlization Facility
MUN_SUB_PT,MUN_SUB_PT,FD_,FD,Flow Divider
MUN_SUB_PT,MUN_SUB_PT,FD_Inter,FDIR,Flow Divider (intermunicipal)
MUN_SUB_PT,MUN_SUB_PT,FD_Intra,FDIA,Flow Divider (intramunicipal)
MUN_SUB_PT,MUN_SUB_PT,Flow Split,FS,flow split
MUN_SUB_PT,MUN_SUB_PT,FLOWMETER MANHOL,AM,Meter
MUN_SUB_PT,MUN_SUB_PT,Flush Tank,FT,flush tank
MUN_SUB_PT,MUN_SUB_PT,FT,FT,flush tank
MUN_SUB_PT,MUN_SUB_PT,FT (flush Tank),FT,flush tank
MUN_SUB_PT,MUN_SUB_PT,IMC (intermunicipal,IMC,intermunicipal connection
MUN_SUB_PT,MUN_SUB_PT,IMC (inter-municipal,IMC,intermunicipal connection
MUN_SUB_PT,MUN_SUB_PT,IMC (inter-municpal,IMC,intermunicipal connection
MUN_SUB_PT,MUN_SUB_PT,IMO_CBF,IMO_CBF,Inter Municipal Overflow_Surcharge Discharge Point
MUN_SUB_PT,MUN_SUB_PT,IMO_SDP,IMO_SDP,Inter Municipal Overflow_Chronic Basement Flooding
MUN_SUB_PT,MUN_SUB_PT,IRO,IR,Interceptor Relief
MUN_SUB_PT,MUN_SUB_PT,JCT,JT,junction
MUN_SUB_PT,MUN_SUB_PT,JUN (junction),JT,junction
MUN_SUB_PT,MUN_SUB_PT,Junction,JT,junction
MUN_SUB_PT,MUN_SUB_PT,Lamphole,LH,lamphole
MUN_SUB_PT,MUN_SUB_PT,LAMPHOLE,LH,lamphole
MUN_SUB_PT,MUN_SUB_PT,LH,LH,lamphole
MUN_SUB_PT,MUN_SUB_PT,Manhole,MH,manhole
MUN_SUB_PT,MUN_SUB_PT,MANHOLE,MH,manhole
MUN_SUB_PT,MUN_SUB_PT,MH,MH,manhole
MUN_SUB_PT,MUN_SUB_PT,NOMH,NOMH,NOMH
MUN_SUB_PT,MUN_SUB_PT,Private,PRIV,Private
MUN_SUB_PT,MUN_SUB_PT,PS,PS,pump/facility
MUN_SUB_PT,MUN_SUB_PT,PumpStation,PS,pump/facility
MUN_SUB_PT,MUN_SUB_PT,REG (regulator),RG,Regulator
MUN_SUB_PT,MUN_SUB_PT,REG_GRP,REG_GRP,Regulator Group
MUN_SUB_PT,MUN_SUB_PT,Regulator,RG,Regulator
MUN_SUB_PT,MUN_SUB_PT,SFT (single flush ta,FT,flush tank
MUN_SUB_PT,MUN_SUB_PT,Split,FS,flow split
MUN_SUB_PT,MUN_SUB_PT,Split - Overflow,FSO,"flow split, overflow"
MUN_SUB_PT,MUN_SUB_PT,STD,STD,Standard
MUN_SUB_PT,MUN_SUB_PT,STORM,STM,stormwater
MUN_SUB_PT,MUN_SUB_PT,TEE,ATC,tee connection
MUN_SUB_PT,MUN_SUB_PT,Trunkline,TRU,trunk
MUN_SUB_PT,MUN_SUB_PT,Type 11,TY11,TY11
MUN_SUB_PT,MUN_SUB_PT,UNK,UK,Unknown
MUN_SUB_PT,MUN_SUB_PT,VAL,VAL,VAL
MUN_SUB_PT,MUN_SUB_PT,Wet Well,AWW,Wet Well
MUN_SUB_PT,MUN_SUB_PT,WYE,WYE,WYE connection
MUN_SUB_PT,MUN_SUB_PT,zz,ZZ,Other
MUN_SUB_PT,MUN_SUB_PT,,,
MUNI_TYP_P,MUNI_TYP_P, ,,
MUNI_TYP_P,MUNI_TYP_P,ACO,ACO,cleanout
MUNI_TYP_P,MUNI_TYP_P,ACOM,ACOM,Clean Out Mainline
MUNI_TYP_P,MUNI_TYP_P,ADP,ADP,outfall/discharge point
MUNI_TYP_P,MUNI_TYP_P,AEP,AEP,end of pipe
MUNI_TYP_P,MUNI_TYP_P,AJB,AJB,Junction Box
MUNI_TYP_P,MUNI_TYP_P,AMH,AMH,Manhole
MUNI_TYP_P,MUNI_TYP_P,AOC,AOC,Other Special Chamber
MUNI_TYP_P,MUNI_TYP_P,AS,AS,Access Shaft
MUNI_TYP_P,MUNI_TYP_P,ATC,ATC,tee connection
MUNI_TYP_P,MUNI_TYP_P,Beginning,BOP,beginning of pipe
MUNI_TYP_P,MUNI_TYP_P,Beginning Point,BOP,beginning of pipe
MUNI_TYP_P,MUNI_TYP_P,Capped End of Pipe,EOP,end of pipe
MUNI_TYP_P,MUNI_TYP_P,CB,CB,catch basin
MUNI_TYP_P,MUNI_TYP_P,CH,CH,chamber
MUNI_TYP_P,MUNI_TYP_P,Chamber,CH,chamber
MUNI_TYP_P,MUNI_TYP_P,Clean Out,ACO,cleanout
MUNI_TYP_P,MUNI_TYP_P,Clean-Out,ACO,cleanout
MUNI_TYP_P,MUNI_TYP_P,CO,ACO,cleanout
MUNI_TYP_P,MUNI_TYP_P,COM,COM,combined
MUNI_TYP_P,MUNI_TYP_P,Crown,CRWN,crown
MUNI_TYP_P,MUNI_TYP_P,CSO,CSO,combined sewer overflow
MUNI_TYP_P,MUNI_TYP_P,DC,DC,direct connection
MUNI_TYP_P,MUNI_TYP_P,Dc,DC,direct connection
MUNI_TYP_P,MUNI_TYP_P,Diversion,DS,diversion structure
MUNI_TYP_P,MUNI_TYP_P,Diversion Structure,DS,diversion structure
MUNI_TYP_P,MUNI_TYP_P,DP,DP,Outfall/Discharge Point
MUNI_TYP_P,MUNI_TYP_P,DS,DS,diversion structure
MUNI_TYP_P,MUNI_TYP_P,Dual Chamber MH,DCHM,dual chamber manhole
MUNI_TYP_P,MUNI_TYP_P,EOP,EOP,end of pipe
MUNI_TYP_P,MUNI_TYP_P,EP,EOP,end of pipe
MUNI_TYP_P,MUNI_TYP_P,EQ,EQ,Equlization Facility
MUNI_TYP_P,MUNI_TYP_P,ES,EST,Estimated
MUNI_TYP_P,MUNI_TYP_P,Flow Split,FS,flow split
MUNI_TYP_P,MUNI_TYP_P,FT,FT,flush tank
MUNI_TYP_P,MUNI_TYP_P,HDW,HDW,headwall
MUNI_TYP_P,MUNI_TYP_P,Inlet,SI,storm inlet
MUNI_TYP_P,MUNI_TYP_P,Interconnection,INTC,Interconnection
MUNI_TYP_P,MUNI_TYP_P,JCT,JT,junction
MUNI_TYP_P,MUNI_TYP_P,Junction,JT,junction
MUNI_TYP_P,MUNI_TYP_P,Lamphole,LH,lamphole
MUNI_TYP_P,MUNI_TYP_P,LH,LH,lamphole
MUNI_TYP_P,MUNI_TYP_P,LH (lamphole),LH,lamphole
MUNI_TYP_P,MUNI_TYP_P,M EQ,EQ,Equlization Facility
MUNI_TYP_P,MUNI_TYP_P,M FD,FD,flow divider
MUNI_TYP_P,MUNI_TYP_P,Manhole,MH,manhole
MUNI_TYP_P,MUNI_TYP_P,MH,MH,manhole
MUNI_TYP_P,MUNI_TYP_P,Null,UK,Unknown
MUNI_TYP_P,MUNI_TYP_P,OF,OVF,overflow
MUNI_TYP_P,MUNI_TYP_P,Overflow,OVF,overflow
MUNI_TYP_P,MUNI_TYP_P,OVF,OVF,overflow
MUNI_TYP_P,MUNI_TYP_P,PS,PS,pump/facility
MUNI_TYP_P,MUNI_TYP_P,PS (pump station),PS,pump/facility
MUNI_TYP_P,MUNI_TYP_P,Pump Station,PS,pump/facility
MUNI_TYP_P,MUNI_TYP_P,REG,RG,Regulator
MUNI_TYP_P,MUNI_TYP_P,SCH,SCH,Schematic
MUNI_TYP_P,MUNI_TYP_P,TC,ATC,tee connection
MUNI_TYP_P,MUNI_TYP_P,TEE,ATC,tee connection
MUNI_TYP_P,MUNI_TYP_P,Trap,TR,trap
MUNI_TYP_P,MUNI_TYP_P,UNK,UK,Unknown
MUNI_TYP_P,MUNI_TYP_P,,,
TYPE_PT,TYPE_PT, ,,
TYPE_PT,TYPE_PT,AS,AS,Access Shaft
TYPE_PT,TYPE_PT,DP,DP,Outfall/Discharge Point
TYPE_PT,TYPE_PT,EQ,EQ,Equlization Facility
TYPE_PT,TYPE_PT,ES,EST,Estimated
TYPE_PT,TYPE_PT,MH,MH,Manhole
TYPE_PT,TYPE_PT,PS,PS,Pump Station
TYPE_PT,TYPE_PT,REG,RG,Regulator
TYPE_PT,TYPE_PT,UNK,UK,Unknown
TYPE_PT,TYPE_PT,zz,ZZ,Other
TYPE_PT,TYPE_PT,,,
OWNER_NAME,OWNER_NAME, ,,
OWNER_NAME,OWNER_NAME,,,
OWNER_NAME,OWNER_NAME,AlleghenyCountyParks,ACPA,Allegheny County Parks
OWNER_NAME,OWNER_NAME,Alcosan,ACSA,Allegheny County Sanitary Authority
OWNER_NAME,OWNER_NAME,ALCOSAN,ACSA,Allegheny County Sanitary Authority
OWNER_NAME,OWNER_NAME,AlleghenyCountySanitaryAuthority,ACSA,Allegheny County Sanitary Authority
OWNER_NAME,OWNER_NAME,Alcosan; BenAvon,ACSA/ BAVH,Allegheny County Sanitary Authority/ Ben Avon Heights Borough
OWNER_NAME,OWNER_NAME,Alcosan/PWSA,ACSA/ PWSA,Allegheny County Sanitary Authority/ Pittsburgh Water and Sewer Authority
OWNER_NAME,OWNER_NAME,Alcosan; PWSA,ACSA/ PWSA,Allegheny County Sanitary Authority/ Pittsburgh Water and Sewer Authority
OWNER_NAME,OWNER_NAME,Aspinwall,ASPI,Aspinwall Borough
OWNER_NAME,OWNER_NAME,Aspinwall Borough,ASPI,Aspinwall Borough
OWNER_NAME,OWNER_NAME,Avalon,AVAL,Avalon Borough
OWNER_NAME,OWNER_NAME,Avalon Borough,AVAL,Avalon Borough
OWNER_NAME,OWNER_NAME,Baldwin,BALB,Baldwin Borough
OWNER_NAME,OWNER_NAME,BaldwinBoro,BALB,Baldwin Borough
OWNER_NAME,OWNER_NAME,BaldwinTwp,BALT,Baldwin Township
OWNER_NAME,OWNER_NAME,Ben Avon Heights Borough,BAVH,Ben Avon Heights Borough
OWNER_NAME,OWNER_NAME,BenAvon,BAVH,Ben Avon Heights Borough
OWNER_NAME,OWNER_NAME,BenAvonHts,BAVH,Ben Avon Heights Borough
OWNER_NAME,OWNER_NAME,Bellevue,BELL,Bellevue Borough
OWNER_NAME,OWNER_NAME,Bellevue Borough,BELL,Bellevue Borough
OWNER_NAME,OWNER_NAME,BELLEVUEMH,BELL,Bellevue Borough
OWNER_NAME,OWNER_NAME,BethelPark,BETH,Bethel Park Municipality
OWNER_NAME,OWNER_NAME,BethelParkAuthority,BETH,Bethel Park Municipality
OWNER_NAME,OWNER_NAME,Braddock Hills Borough,BHIL,Braddock Hills Borough
OWNER_NAME,OWNER_NAME,BraddockHills,BHIL,Braddock Hills Borough
OWNER_NAME,OWNER_NAME,Blano,BLAW,Blawnox Borough
OWNER_NAME,OWNER_NAME,Blawnox,BLAW,Blawnox Borough
OWNER_NAME,OWNER_NAME,Bethel Park Municipal Authority,BPMA,Bethel Park Municipal Authority
OWNER_NAME,OWNER_NAME,Braddock Borough,BRAD,Braddock Borough
OWNER_NAME,OWNER_NAME,BraddockBoro,BRAD,Braddock Borough
OWNER_NAME,OWNER_NAME,Brentwood,BREN,Brentwood Borough
OWNER_NAME,OWNER_NAME,Brentwood Borough,BREN,Brentwood Borough
OWNER_NAME,OWNER_NAME,Bridgeville,BRID,Bridgeville Borough
OWNER_NAME,OWNER_NAME,Bridgeville Borough,BRID,Bridgeville Borough
OWNER_NAME,OWNER_NAME,Carnegie,CARN,Carnegie Borough
OWNER_NAME,OWNER_NAME,Carnegie Borough,CARN,Carnegie Borough
OWNER_NAME,OWNER_NAME,Chalfant,CHAL,Chalfant Borough
OWNER_NAME,OWNER_NAME,Chalfant Borough,CHAL,Chalfant Borough
OWNER_NAME,OWNER_NAME,Churchill,CHUR,Churchill Borough
OWNER_NAME,OWNER_NAME,Churchill Borough,CHUR,Churchill Borough
OWNER_NAME,OWNER_NAME,Churhcill Borough,CHUR,Churchill Borough
OWNER_NAME,OWNER_NAME,COLL,COLL,Collier Township
OWNER_NAME,OWNER_NAME,Crafton,CRAF,Crafton Borough
OWNER_NAME,OWNER_NAME,Crafton Borough,CRAF,Crafton Borough
OWNER_NAME,OWNER_NAME,CastleShannon,CSHA,Castle Shannon Borough
OWNER_NAME,OWNER_NAME,CTMA,CTMA,Collier Township Municipal Authority
OWNER_NAME,OWNER_NAME,Dormont,DORM,Dormont Borough
OWNER_NAME,OWNER_NAME,Dormont Borough,DORM,Dormont Borough
OWNER_NAME,OWNER_NAME,Edgewood,EDGE,Edgewood Borough
OWNER_NAME,OWNER_NAME,East_McKeesport_Borough,EMCK,East McKeesport Borough
OWNER_NAME,OWNER_NAME,EastMcKeesport,EMCK,East McKeesport Borough
OWNER_NAME,OWNER_NAME,Emsworth,EMSW,Emsworth Borough
OWNER_NAME,OWNER_NAME,Emsworth Borough,EMSW,Emsworth Borough
OWNER_NAME,OWNER_NAME,East Pittsburgh Borough,EPIT,East Pittsburgh Borough
OWNER_NAME,OWNER_NAME,EastPittsburgh,EPIT,East Pittsburgh Borough
OWNER_NAME,OWNER_NAME,EastPittsburghBorough,EPIT,East Pittsburgh Borough
OWNER_NAME,OWNER_NAME,Borough of Etn,ETNA,Etna Borough
OWNER_NAME,OWNER_NAME,Etna,ETNA,Etna Borough
OWNER_NAME,OWNER_NAME,Fox Chapel Borough,FCHA,Fox Chapel Borough
OWNER_NAME,OWNER_NAME,FoxChapel,FCHA,Fox Chapel Borough
OWNER_NAME,OWNER_NAME,Borough of Forest Hills,FHIL,Forest Hills Borough
OWNER_NAME,OWNER_NAME,Falls Run Multi-Ownership,FRMO,Falls Run Multi-Ownership
OWNER_NAME,OWNER_NAME,FallsRunMulti-Ownership,FRMO,Falls Run Multi-Ownership
OWNER_NAME,OWNER_NAME,Girtys Run Authority,GRJS,Girty's Run Joint Sewer Authority
OWNER_NAME,OWNER_NAME,GirtysRun,GRJS,Girty's Run Joint Sewer Authority
OWNER_NAME,OWNER_NAME,Greentree,GTRE,Green Tree Borough
OWNER_NAME,OWNER_NAME,HousingAuthorityOfPgh,HAPI,Housing Authority of Pittsburgh
OWNER_NAME,OWNER_NAME,HousingAuthorityPgh,HAPI,Housing Authority of Pittsburgh
OWNER_NAME,OWNER_NAME,Heidelberg,HEID,Heidelberg Borough
OWNER_NAME,OWNER_NAME,Heidelberg Borough,HEID,Heidelberg Borough
OWNER_NAME,OWNER_NAME,Homestead,HOMS,Homestead Borough
OWNER_NAME,OWNER_NAME,Homestead Borough,HOMS,Homestead Borough
OWNER_NAME,OWNER_NAME,Indiana,INDI,Indiana Township
OWNER_NAME,OWNER_NAME,Ingram,INGR,Ingram Borough
OWNER_NAME,OWNER_NAME,Ingram Borogh,INGR,Ingram Borough
OWNER_NAME,OWNER_NAME,Ingram Borough,INGR,Ingram Borough
OWNER_NAME,OWNER_NAME,Kennedy,KENN,Kennedy Township
OWNER_NAME,OWNER_NAME,Kilbuck,KILB,Kilbuck Township
OWNER_NAME,OWNER_NAME,KILBUCK TOWNSHIP,KILB,Kilbuck Township
OWNER_NAME,OWNER_NAME,Kilbuck Township,KILB,Kilbuck Township
OWNER_NAME,OWNER_NAME,LoweriesRunInterceptor,LRJO,Lowries Run Joint Operating Committee
OWNER_NAME,OWNER_NAME,McCandless,MCCA,McCandless Township
OWNER_NAME,OWNER_NAME,McDonald,MCDO,McDonald Borough
OWNER_NAME,OWNER_NAME,Millvale,MILL,Millvale Borough
OWNER_NAME,OWNER_NAME,MILLVALE,MILL,Millvale Borough
OWNER_NAME,OWNER_NAME,Mt. Lebanon,MLEB,Mount Lebanon Municipality
OWNER_NAME,OWNER_NAME,MtLebanon,MLEB,Mount Lebanon Municipality
OWNER_NAME,OWNER_NAME,Municipality of Mount Lebanon,MLEB,Mount Lebanon Municipality
OWNER_NAME,OWNER_NAME,Municipality of Mt Lebanon,MLEB,Mount Lebanon Municipality
OWNER_NAME,OWNER_NAME,Municipality of Mt. Lebanon,MLEB,Mount Lebanon Municipality
OWNER_NAME,OWNER_NAME,Municipality of Mt.Llebanon,MLEB,Mount Lebanon Municipality
OWNER_NAME,OWNER_NAME,MMA,MMAU,Monroeville Municipal Authority
OWNER_NAME,OWNER_NAME,Mount Oliver Borough,MOLI,Mount Oliver Borough
OWNER_NAME,OWNER_NAME,MtOliver,MOLI,Mount Oliver Borough
OWNER_NAME,OWNER_NAME,Monroeville,MONR,Monroeville Municipality
OWNER_NAME,OWNER_NAME,McKeesRocks,MROC,McKees Rocks Borough
OWNER_NAME,OWNER_NAME,MckeesRocks,MROC,McKees Rocks Borough
OWNER_NAME,OWNER_NAME,McDonald Sewage Authority,MSAU,McDonald Sewage Authority
OWNER_NAME,OWNER_NAME,McCandless Township Sanitary Authority,MTSA,McCandless Township Sanitary Authority
OWNER_NAME,OWNER_NAME,MTSA,MTSA,McCandless Township Sanitary Authority
OWNER_NAME,OWNER_NAME,SFMA,MTSF,"South Fayette, Municipal Authority of the Township of"
OWNER_NAME,OWNER_NAME,South Fayette Municipal Authority,MTSF,"South Fayette, Municipal Authority of the Township of"
OWNER_NAME,OWNER_NAME,SouthFayetteAuthority,MTSF,"South Fayette, Municipal Authority of the Township of"
OWNER_NAME,OWNER_NAME,Munhall,MUNH,Munhall Borough
OWNER_NAME,OWNER_NAME,Munhall Borough,MUNH,Munhall Borough
OWNER_NAME,OWNER_NAME,N/A,NA,Not Applicable
OWNER_NAME,OWNER_NAME,NA,NA,Not Applicable
OWNER_NAME,OWNER_NAME,North Braddock Borough,NBRA,North Braddock Borough
OWNER_NAME,OWNER_NAME,NorthBraddock,NBRA,North Braddock Borough
OWNER_NAME,OWNER_NAME,Neville,NEVI,Neville Township
OWNER_NAME,OWNER_NAME,Neville Township,NEVI,Neville Township
OWNER_NAME,OWNER_NAME,Newville Township,NEVI,Neville Township
OWNER_NAME,OWNER_NAME,NFT,NFAY,North Fayette Township
OWNER_NAME,OWNER_NAME,North Fayette Township,NFAY,North Fayette Township
OWNER_NAME,OWNER_NAME,NorthFayette,NFAY,North Fayette Township
OWNER_NAME,OWNER_NAME,NorthVersailles,NVER,North Versailles Township
OWNER_NAME,OWNER_NAME,North Versailles Township Sanitary Authority,NVTS,North Versailles Township Sanitary Authority
OWNER_NAME,OWNER_NAME,Oakdale,OAKD,Oakdale Borough
OWNER_NAME,OWNER_NAME,Oakdale Borough,OAKD,Oakdale Borough
OWNER_NAME,OWNER_NAME,Ohara,OHAR,O'Hara Township
OWNER_NAME,OWNER_NAME,O'Hara Township,OHAR,O'Hara Township
OWNER_NAME,OWNER_NAME,Ohio,OHIO,Ohio Township
OWNER_NAME,OWNER_NAME,Ohio Township,OHIO,Ohio Township
OWNER_NAME,OWNER_NAME,Dugan,PCOM-DUGN,Private - Commercial - Dugan
OWNER_NAME,OWNER_NAME,LincolnProperty,PCOM-LPCO,Private - Commercial - Lincoln Property Co
OWNER_NAME,OWNER_NAME,LincolnPropertyCompany,PCOM-LPCO,Private - Commercial - Lincoln Property Co
OWNER_NAME,OWNER_NAME,PennDOT,PDOT,Pennsylvania Department of Transportation
OWNER_NAME,OWNER_NAME,Penn Hills,PENH,Penn Hills Municipality
OWNER_NAME,OWNER_NAME,Penn Hills Borough,PENH,Penn Hills Municipality
OWNER_NAME,OWNER_NAME,PennHills,PENH,Penn Hills Municipality
OWNER_NAME,OWNER_NAME,Peters,PETE,Peters Township
OWNER_NAME,OWNER_NAME,Peters Township,PETE,Peters Township
OWNER_NAME,OWNER_NAME,PleasantHills,PHIL,Pleasant Hills Borough
OWNER_NAME,OWNER_NAME,Penn Hills Water Pollution Control Department,PHWP,Penn Hills Water Pollution Control Department
OWNER_NAME,OWNER_NAME,PennHills_WaterPollutionCtlDept,PHWP,Penn Hills Water Pollution Control Department
OWNER_NAME,OWNER_NAME,Water Pollution Control Department,PHWP,Penn Hills Water Pollution Control Department
OWNER_NAME,OWNER_NAME,J&Lsteel,PIND-JLST,Private - Industrial - J&L Steel
OWNER_NAME,OWNER_NAME,Private - RIDC,PIND-RIDC,Private - Industrial - RIDC
